Governo,Ministro,nome,cognome,gender,legislatura
V Governo Moro,Ministro dell'Interno,FRANCESCO,COSSIGA,male,legislatura 06
III Governo Andreotti,Ministro dell'Interno,FRANCESCO,COSSIGA,male,legislatura 07
IV Governo Andreotti,Ministro dell'Interno,FRANCESCO,COSSIGA,male,legislatura 07
IV Governo Moro,MInistro senza Portafoglio,FRANCESCO,COSSIGA,male,legislatura 06
V Governo Moro,Ministro senza Portafoglio,FRANCESCO,COSSIGA,male,legislatura 06
VII Governo De Gasperi,Ministro dell'Agricoltura e Foreste,AMINTORE,FANFANI,male,legislatura 01
I Governo Cossiga,Ministro delle Finanze,FRANCO,REVIGLIO,male,legislatura 08
IV Governo Moro,MInistro dei Beni Culturali e Ambientali,GIOVANNI,SPADOLINI,male,legislatura 06
V Governo Andreotti,Ministro della Pubblica Istruzione,GIOVANNI,SPADOLINI,male,legislatura 07
IV Governo Moro,Ministro senza Portafoglio,GIOVANNI,SPADOLINI,male,legislatura 06
IV Governo Moro,MInistro del Lavoro e della Previdenza Sociale,MARIO,TOROS,male,legislatura 06
V Governo Moro,Ministro del Lavoro e della Previdenza Sociale,MARIO,TOROS,male,legislatura 06
I Governo Cossiga,Ministro della Pubblica Istruzione,SALVATORE,VALITUTTI,male,legislatura 08
I Governo Cossiga,Ministro del Turismo e Spettacolo,BERNARDO,D'AREZZO,male,legislatura 08
IV Governo Moro,Ministro del Commercio con l'Estero,LUIGI CIRIACO,DE MITA,male,legislatura 06
V Governo Moro,Ministro del Commercio con l'Estero,LUIGI CIRIACO,DE MITA,male,legislatura 06
III Governo Andreotti,Ministro senza Portafoglio,LUIGI CIRIACO,DE MITA,male,legislatura 07
IV Governo Andreotti,Ministro senza Portafoglio,LUIGI CIRIACO,DE MITA,male,legislatura 07
I Governo Cossiga,Ministro del Bilancio e della Programmazione Economica,BENIAMINO,ANDREATTA,male,legislatura 08
V Governo Andreotti,Ministro senza Portafoglio,MICHELE,DI GIESI,male,legislatura 07
I Governo Cossiga,MInistro senza Portafoglio,MICHELE,DI GIESI,male,legislatura 08
IV Governo Moro,"Ministro dell'Industria, Commercio e Artigianato",CARLO,DONAT CATTIN,male,legislatura 06
V Governo Moro,"Ministro dell'Industria, Commercio e Artigianato",CARLO,DONAT CATTIN,male,legislatura 06
III Governo Andreotti,"Ministro dell'Industria, Commercio e Artigianato",CARLO,DONAT CATTIN,male,legislatura 07
IV Governo Andreotti,"Ministro dell'Industria, Commercio e Artigianato",CARLO,DONAT CATTIN,male,legislatura 07
I Governo Cossiga,Ministro della Marina Mercantile,FRANCO,EVANGELISTI,male,legislatura 08
III Governo Andreotti,Ministro della Marina Mercantile,FRANCESCO,FABBRI,male,legislatura 07
IV Governo Moro,Ministro della Difesa,ARNALDO,FORLANI,male,legislatura 06
V Governo Moro,Ministro della Difesa,ARNALDO,FORLANI,male,legislatura 06
III Governo Andreotti,Ministro degli Affari Esteri,ARNALDO,FORLANI,male,legislatura 07
IV Governo Andreotti,Ministro degli Affari Esteri,ARNALDO,FORLANI,male,legislatura 07
V Governo Andreotti,Ministro degli Affari Esteri,ARNALDO,FORLANI,male,legislatura 07
VII Governo De Gasperi,Ministro del Lavoro e della Previdenza Sociale,LEOPOLDO,RUBINACCI,male,legislatura 01
III Governo Andreotti,Ministro del Lavoro e della Previdenza Sociale,TINA,ANSELMI,female,legislatura 07
IV Governo Andreotti,Ministro della Sanità,TINA,ANSELMI,female,legislatura 07
V Governo Andreotti,Ministro della Sanità,TINA,ANSELMI,female,legislatura 07
III Governo Andreotti,Ministro del Turismo e Spettacolo,DARIO,ANTONIOZZI,male,legislatura 07
IV Governo Andreotti,Ministro dei Beni Culturali e Ambientali,DARIO,ANTONIOZZI,male,legislatura 07
V Governo Andreotti,Ministro dei Beni Culturali e Ambientali,DARIO,ANTONIOZZI,male,legislatura 07
IV Governo Moro,Ministro della Marina Mercantile,GIOVANNI,GIOIA,male,legislatura 06
V Governo Moro,Ministro della Marina Mercantile,GIOVANNI,GIOIA,male,legislatura 06
IV Governo Moro,Ministro delle Poste e Telecomunicazioni,GIULIO,ORLANDO,male,legislatura 06
V Governo Moro,Ministro delle Poste e delle Telecomunicazioni,GIULIO,ORLANDO,male,legislatura 06
I Governo Cossiga,Ministro della Marina Mercantile,NICOLA,SIGNORELLO,male,legislatura 08
III Governo Andreotti,MInistro del Bilancio e della Programmazione Economica,TOMMASO,MORLINO,male,legislatura 07
IV Governo Andreotti,Ministro del Bilancio e della Programmazione Economica,TOMMASO,MORLINO,male,legislatura 07
V Governo Andreotti,Ministro di Grazia e Giustizia,TOMMASO,MORLINO,male,legislatura 07
I Governo Cossiga,Ministro di Grazia e Giustizia,TOMMASO,MORLINO,male,legislatura 08
IV Governo Moro,Ministro senza Portafoglio,TOMMASO,MORLINO,male,legislatura 06
V Governo Moro,Ministro senza Portafoglio,TOMMASO,MORLINO,male,legislatura 06
IV Governo Moro,Ministro dell'Agricoltura e Foreste,GIOVANNI ANDREA,MARCORA,male,legislatura 06
V Governo Moro,Ministro dell'Agricoltura e Foreste,GIOVANNI ANDREA,MARCORA,male,legislatura 06
III Governo Andreotti,Ministro dell'Agricoltura e Foreste,GIOVANNI ANDREA,MARCORA,male,legislatura 07
IV Governo Andreotti,Ministro dell'Agricoltura e Foreste,GIOVANNI ANDREA,MARCORA,male,legislatura 07
V Governo Andreotti,Ministro dell'Agricoltura e Foreste,GIOVANNI ANDREA,MARCORA,male,legislatura 07
I Governo Cossiga,Ministro dell'Agricoltura e Foreste,GIOVANNI ANDREA,MARCORA,male,legislatura 08
V Governo Moro,Ministro di Grazia e Giustizia,FRANCESCO PAOLO,BONIFACIO,male,legislatura 06
III Governo Andreotti,Ministro di Grazia e Giustizia,FRANCESCO PAOLO,BONIFACIO,male,legislatura 07
IV Governo Andreotti,Ministro di Grazia e Giustizia,FRANCESCO PAOLO,BONIFACIO,male,legislatura 07
V Governo Moro,Ministro delle Finanze,GAETANO,STAMMATI,male,legislatura 06
III Governo Andreotti,Ministro del Tesoro,GAETANO,STAMMATI,male,legislatura 07
IV Governo Andreotti,Ministro dei Lavori Pubblici,GAETANO,STAMMATI,male,legislatura 07
V Governo Andreotti,Ministro del Commercio con l'Estero,GAETANO,STAMMATI,male,legislatura 07
I Governo Cossiga,Ministro del Commercio con l'Estero,GAETANO,STAMMATI,male,legislatura 08
IV Governo Andreotti,Ministro del Turismo e Spettacolo,CARLO,PASTORINO,male,legislatura 07
III Governo Andreotti,MInistro del Commercio con l'Estero,RINALDO,OSSOLA,male,legislatura 07
IV Governo Andreotti,Ministro del Commercio con l'Estero,RINALDO,OSSOLA,male,legislatura 07
I Governo Cossiga,Ministro senza Portafoglio,MASSIMO SEVERO,GIANNINI,male,legislatura 08
I Governo Cossiga,Ministro delle Partecipazioni Statali,SIRO,LOMBARDINI,male,legislatura 08
IV Governo Moro,Ministro dell'Interno,LUIGI,GUI,male,legislatura 06
IV Governo Moro,Ministro della Sanità,ANTONINO,GULLOTTI,male,legislatura 06
V Governo Moro,Ministro dei Lavori Pubblici,ANTONINO,GULLOTTI,male,legislatura 06
III Governo Andreotti,Ministro dei Lavori Pubblici,ANTONINO,GULLOTTI,male,legislatura 07
IV Governo Andreotti,MInistro delle Poste e Telecomunicazioni,ANTONINO,GULLOTTI,male,legislatura 07
III Governo Andreotti,Ministro dei Trasporti,VITO,LATTANZIO,male,legislatura 07
III Governo Andreotti,Ministro della Marina Mercantile,VITO,LATTANZIO,male,legislatura 07
III Governo Andreotti,Ministro della Difesa,VITO,LATTANZIO,male,legislatura 07
IV Governo Moro,MInistro della Pubblica Istruzione,FRANCO MARIA,MALFATTI,male,legislatura 06
V Governo Moro,Ministro della Pubblica Istruzione,FRANCO MARIA,MALFATTI,male,legislatura 06
III Governo Andreotti,Ministro della Pubblica Istruzione,FRANCO MARIA,MALFATTI,male,legislatura 07
IV Governo Andreotti,Ministro delle Finanze,FRANCO MARIA,MALFATTI,male,legislatura 07
V Governo Andreotti,Ministro delle Finanze,FRANCO MARIA,MALFATTI,male,legislatura 07
I Governo Cossiga,Ministro degli Affari Esteri,FRANCO MARIA,MALFATTI,male,legislatura 08
V Governo Moro,Ministro dell'Interno,ALDO,MORO,male,legislatura 06
V Governo Andreotti,"Ministro dell'Industria, Commercio e Artigianato",FRANCO,NICOLAZZI,male,legislatura 07
I Governo Cossiga,Ministro dei Lavori Pubblici,FRANCO,NICOLAZZI,male,legislatura 08
III Governo Andreotti,Ministro delle Finanze,FILIPPO MARIA,PANDOLFI,male,legislatura 07
IV Governo Andreotti,Ministro del Tesoro,FILIPPO MARIA,PANDOLFI,male,legislatura 07
V Governo Andreotti,Ministro del Tesoro,FILIPPO MARIA,PANDOLFI,male,legislatura 07
I Governo Cossiga,Ministro del Tesoro,FILIPPO MARIA,PANDOLFI,male,legislatura 08
V Governo Moro,Ministro dei Beni Culturali e Ambientali,MARIO,PEDINI,male,legislatura 06
III Governo Andreotti,Ministro dei Beni Culturali e Ambientali,MARIO,PEDINI,male,legislatura 07
IV Governo Andreotti,Ministro della Pubblica Istruzione,MARIO,PEDINI,male,legislatura 07
IV Governo Moro,Ministro senza Portafoglio,MARIO,PEDINI,male,legislatura 06
V Governo Andreotti,Ministro dei Trasporti,LUIGI,PRETI,male,legislatura 07
V Governo Andreotti,MInistro della Marina Mercantile,LUIGI,PRETI,male,legislatura 07
I Governo Cossiga,Ministro dei Trasporti,LUIGI,PRETI,male,legislatura 08
IV Governo Andreotti,"Ministro dell'Industria, Commercio e Artigianato",ROMANO,PRODI,male,legislatura 07
IV Governo Andreotti,Ministro dell'Interno,VIRGINIO,ROGNONI,male,legislatura 07
V Governo Andreotti,Ministro dell'Interno,VIRGINIO,ROGNONI,male,legislatura 07
I Governo Cossiga,Ministro dell'Interno,VIRGINIO,ROGNONI,male,legislatura 08
III Governo Andreotti,Ministro dei Trasporti,ATTILIO,RUFFINI,male,legislatura 07
III Governo Andreotti,Ministro della Marina Mercantile,ATTILIO,RUFFINI,male,legislatura 07
III Governo Andreotti,Ministro della Difesa,ATTILIO,RUFFINI,male,legislatura 07
IV Governo Andreotti,Ministro della Difesa,ATTILIO,RUFFINI,male,legislatura 07
V Governo Andreotti,Ministro della Difesa,ATTILIO,RUFFINI,male,legislatura 07
I Governo Cossiga,Ministro della Difesa,ATTILIO,RUFFINI,male,legislatura 08
IV Governo Moro,Ministro degli Affari Esteri,MARIANO,RUMOR,male,legislatura 06
V Governo Moro,Ministro degli Affari Esteri,MARIANO,RUMOR,male,legislatura 06
IV Governo Andreotti,Ministro del Lavoro e della Previdenza Sociale,VINCENZO,SCOTTI,male,legislatura 07
V Governo Andreotti,Ministro del Lavoro e della Previdenza Sociale,VINCENZO,SCOTTI,male,legislatura 07
V Governo Rumor,Ministro di Grazia e Giustizia,MARIO,ZAGARI,male,legislatura 06
V Governo Rumor,Ministro del Lavoro e della Previdenza Sociale,LUIGI,BERTOLDI,male,legislatura 06
V Governo Rumor,MInistro dell'Agricoltura e Foreste,ANTONIO,BISAGLIA,male,legislatura 06
IV Governo Moro,Ministro delle Partecipazioni Statali,ANTONIO,BISAGLIA,male,legislatura 06
V Governo Moro,Ministro delle Partecipazioni Statali,ANTONIO,BISAGLIA,male,legislatura 06
III Governo Andreotti,Ministro delle Partecipazioni Statali,ANTONIO,BISAGLIA,male,legislatura 07
IV Governo Andreotti,Ministro delle Partecipazioni Statali,ANTONIO,BISAGLIA,male,legislatura 07
V Governo Andreotti,Ministro delle Partecipazioni Statali,ANTONIO,BISAGLIA,male,legislatura 07
VII Governo De Gasperi,Ministro della Difesa,RANDOLFO,PACCIARDI,male,legislatura 01
I Governo Craxi,Ministro degli Affari Esteri,GIULIO,ANDREOTTI,male,legislatura 09
I Governo Craxi,Ministro delle Finanze,BRUNO,VISENTINI,male,legislatura 09
I Governo Craxi,Ministro della Marina Mercantile,GIANUARIO,CARTA,male,legislatura 09
II Governo Cossiga,Ministro della Sanità,ALDO,ANIASI,male,legislatura 08
I Governo Forlani,Ministro della Sanità,ALDO,ANIASI,male,legislatura 08
I Governo Spadolini,Ministro senza Portafoglio,ALDO,ANIASI,male,legislatura 08
II Governo Spadolini,Ministro senza Portafoglio,ALDO,ANIASI,male,legislatura 08
I Governo Spadolini,Ministro del Commercio con l'Estero,NICOLA,CAPRIA,male,legislatura 08
II Governo Spadolini,Ministro del Commercio con l'Estero,NICOLA,CAPRIA,male,legislatura 08
V Governo Fanfani,Ministro del Commercio con l'Estero,NICOLA,CAPRIA,male,legislatura 08
I Governo Craxi,Ministro del Commercio con l'Estero,NICOLA,CAPRIA,male,legislatura 09
II Governo Cossiga,Ministro senza Portafoglio,NICOLA,CAPRIA,male,legislatura 08
I Governo Forlani,MInistro senza Portafoglio,NICOLA,CAPRIA,male,legislatura 08
II Governo Cossiga,Ministro delle Poste e Telecomunicazioni,CLELIO,DARIDA,male,legislatura 08
I Governo Forlani,Ministro di Grazia e Giustizia,CLELIO,DARIDA,male,legislatura 08
I Governo Spadolini,Ministro di Grazia e Giustizia,CLELIO,DARIDA,male,legislatura 08
II Governo Spadolini,Ministro di Grazia e Giustizia,CLELIO,DARIDA,male,legislatura 08
V Governo Fanfani,Ministro di Grazia e Giustizia,CLELIO,DARIDA,male,legislatura 08
I Governo Craxi,Ministro delle Partecipazioni Statali,CLELIO,DARIDA,male,legislatura 09
I Governo Forlani,Ministro senza Portafoglio,CLELIO,DARIDA,male,legislatura 08
II Governo Cossiga,Ministro delle Partecipazioni Statali,GIANNI,DE MICHELIS,male,legislatura 08
I Governo Forlani,MInistro delle Partecipazioni Statali,GIANNI,DE MICHELIS,male,legislatura 08
I Governo Spadolini,Ministro delle Partecipazioni Statali,GIANNI,DE MICHELIS,male,legislatura 08
II Governo Spadolini,Ministro delle Partecipazioni Statali,GIANNI,DE MICHELIS,male,legislatura 08
V Governo Fanfani,Ministro delle Partecipazioni Statali,GIANNI,DE MICHELIS,male,legislatura 08
I Governo Craxi,Ministro del Lavoro e della Previdenza Sociale,GIANNI,DE MICHELIS,male,legislatura 09
I Governo Craxi,Ministro del Bilancio e della Programmazione Economica,PIETRO,LONGO,male,legislatura 09
I Governo Spadolini,Ministro della Marina Mercantile,CALOGERO,MANNINO,male,legislatura 08
II Governo Spadolini,Ministro della Marina Mercantile,CALOGERO,MANNINO,male,legislatura 08
V Governo Fanfani,Ministro dell'Agricoltura e Foreste,CALOGERO,MANNINO,male,legislatura 08
V Governo Fanfani,Ministro dei Beni Culturali e Ambientali,NICOLA,VERNOLA,male,legislatura 08
I Governo Craxi,Ministro senza Portafoglio,CARLO,VIZZINI,male,legislatura 09
I Governo Craxi,MInistro senza Portafoglio,VALERIO,ZANONE,male,legislatura 09
I Governo Spadolini,Ministro della Sanità,RENATO,ALTISSIMO,male,legislatura 08
II Governo Spadolini,Ministro della Sanità,RENATO,ALTISSIMO,male,legislatura 08
V Governo Fanfani,Ministro della Sanità,RENATO,ALTISSIMO,male,legislatura 08
I Governo Craxi,"Ministro dell'Industria, Commercio e Artigianato",RENATO,ALTISSIMO,male,legislatura 09
II Governo Cossiga,Ministro degli Affari Esteri,EMILIO,COLOMBO,male,legislatura 08
I Governo Forlani,Ministro degli Affari Esteri,EMILIO,COLOMBO,male,legislatura 08
I Governo Spadolini,Ministro degli Affari Esteri,EMILIO,COLOMBO,male,legislatura 08
II Governo Spadolini,Ministro degli Affari Esteri,EMILIO,COLOMBO,male,legislatura 08
V Governo Fanfani,Ministro degli Affari Esteri,EMILIO,COLOMBO,male,legislatura 08
II Governo Cossiga,Ministro dei Lavori Pubblici,FRANCESCO,COMPAGNA,male,legislatura 08
I Governo Forlani,Ministro della Marina Mercantile,FRANCESCO,COMPAGNA,male,legislatura 08
I Governo Craxi,Ministro del Bilancio e della Programmazione Economica,BENEDETTO,CRAXI,male,legislatura 09
II Governo Cossiga,Ministro della Pubblica Istruzione,ADOLFO,SARTI,male,legislatura 08
I Governo Forlani,Ministro di Grazia e Giustizia,ADOLFO,SARTI,male,legislatura 08
I Governo Spadolini,Ministro senza Portafoglio,LUCIO GUSTAVO,ABIS,male,legislatura 08
II Governo Spadolini,Ministro senza Portafoglio,LUCIO GUSTAVO,ABIS,male,legislatura 08
V Governo Fanfani,Ministro senza Portafoglio,LUCIO GUSTAVO,ABIS,male,legislatura 08
I Governo Craxi,Ministro senza Portafoglio,SALVERINO,DE VITO,male,legislatura 09
V Governo Fanfani,Ministro senza Portafoglio,FABIO,FABBRI,male,legislatura 08
I Governo Craxi,Ministro senza Portafoglio,LUIGI,GRANELLI,male,legislatura 09
II Governo Cossiga,Ministro delle Finanze,FRANCO,REVIGLIO,male,legislatura 08
I Governo Forlani,Ministro delle Finanze,FRANCO,REVIGLIO,male,legislatura 08
II Governo Cossiga,Ministro senza Portafoglio,VINCENZO,RUSSO,male,legislatura 08
I Governo Craxi,Ministro della Difesa,GIOVANNI,SPADOLINI,male,legislatura 09
II Governo Cossiga,Ministro del Turismo e Spettacolo,BERNARDO,D'AREZZO,male,legislatura 08
V Governo Fanfani,Ministro senza Portafoglio,ALFREDO,BIONDI,male,legislatura 08
I Governo Craxi,Ministro senza Portafoglio,ALFREDO,BIONDI,male,legislatura 09
V Governo Fanfani,Ministro dei Trasporti,MARIO,CASALINUOVO,male,legislatura 08
I Governo Craxi,Ministro della Sanità,COSTANTE,DEGAN,male,legislatura 09
V Governo Fanfani,Ministro delle Finanze,FRANCESCO,FORTE,male,legislatura 08
I Governo Craxi,Ministro senza Portafoglio,FRANCESCO,FORTE,male,legislatura 09
II Governo Cossiga,Ministro della Difesa,LELIO,LAGORIO,male,legislatura 08
I Governo Forlani,Ministro della Difesa,LELIO,LAGORIO,male,legislatura 08
I Governo Spadolini,Ministro della Difesa,LELIO,LAGORIO,male,legislatura 08
II Governo Spadolini,Ministro della Difesa,LELIO,LAGORIO,male,legislatura 08
V Governo Fanfani,Ministro della Difesa,LELIO,LAGORIO,male,legislatura 08
I Governo Craxi,Ministro del Turismo e Spettacolo,LELIO,LAGORIO,male,legislatura 09
I Governo Forlani,Ministro del Tesoro,BENIAMINO,ANDREATTA,male,legislatura 08
I Governo Spadolini,Ministro del Tesoro,BENIAMINO,ANDREATTA,male,legislatura 08
II Governo Spadolini,Ministro del Tesoro,BENIAMINO,ANDREATTA,male,legislatura 08
II Governo Cossiga,Ministro senza Portafoglio,BENIAMINO,ANDREATTA,male,legislatura 08
I Governo Forlani,Ministro delle Poste e Telecomunicazioni,MICHELE,DI GIESI,male,legislatura 08
I Governo Spadolini,Ministro del Lavoro e della Previdenza Sociale,MICHELE,DI GIESI,male,legislatura 08
II Governo Spadolini,Ministro del Lavoro e della Previdenza Sociale,MICHELE,DI GIESI,male,legislatura 08
V Governo Fanfani,Ministro della Marina Mercantile,MICHELE,DI GIESI,male,legislatura 08
II Governo Cossiga,Ministro dei Trasporti,SALVATORE,FORMICA,male,legislatura 08
I Governo Forlani,Ministro dei Trasporti,SALVATORE,FORMICA,male,legislatura 08
I Governo Spadolini,Ministro delle Finanze,SALVATORE,FORMICA,male,legislatura 08
II Governo Spadolini,Ministro delle Finanze,SALVATORE,FORMICA,male,legislatura 08
V Governo Fanfani,Ministro senza Portafoglio,LORIS,FORTUNA,male,legislatura 08
II Governo Cossiga,Ministro del Lavoro e della Previdenza Sociale,FRANCO,FOSCHI,male,legislatura 08
I Governo Forlani,Ministro del Lavoro e della Previdenza Sociale,FRANCO,FOSCHI,male,legislatura 08
I Governo Spadolini,Ministro delle Poste e Telecomunicazioni,REMO,GASPARI,male,legislatura 08
II Governo Spadolini,Ministro delle Poste e Telecomunicazioni,REMO,GASPARI,male,legislatura 08
V Governo Fanfani,Ministro delle Poste e Telecomunicazioni,REMO,GASPARI,male,legislatura 08
II Governo Cossiga,Ministro senza Portafoglio,REMO,GASPARI,male,legislatura 08
I Governo Forlani,Ministro senza Portafoglio,ANTONIO,GAVA,male,legislatura 08
I Governo Spadolini,Ministro senza Portafoglio,DANTE,SCHIETROMA,male,legislatura 08
II Governo Spadolini,Ministro senza Portafoglio,DANTE,SCHIETROMA,male,legislatura 08
V Governo Fanfani,Ministro senza Portafoglio,DANTE,SCHIETROMA,male,legislatura 08
II Governo Cossiga,Ministro della Marina Mercantile,NICOLA,SIGNORELLO,male,legislatura 08
I Governo Forlani,Ministro del Turismo e Spettacolo,NICOLA,SIGNORELLO,male,legislatura 08
I Governo Spadolini,Ministro del Turismo e Spettacolo,NICOLA,SIGNORELLO,male,legislatura 08
II Governo Spadolini,Ministro del Turismo e Spettacolo,NICOLA,SIGNORELLO,male,legislatura 08
V Governo Fanfani,Ministro del Turismo e Spettacolo,NICOLA,SIGNORELLO,male,legislatura 08
II Governo Cossiga,Ministro di Grazie e Giustizia,TOMMASO,MORLINO,male,legislatura 08
II Governo Cossiga,Ministro dell'Agricoltura e Foreste,GIOVANNI ANDREA,MARCORA,male,legislatura 08
I Governo Spadolini,"Ministro dell'Industria, Commercio e Artigianato",GIOVANNI ANDREA,MARCORA,male,legislatura 08
II Governo Spadolini,"Ministro dell'Industria, Commercio e Artigianato",GIOVANNI ANDREA,MARCORA,male,legislatura 08
V Governo Fanfani,Ministro della Pubblica Istruzione,FRANCA,FALCUCCI,female,legislatura 08
II Governo Cossiga,Ministro senza Portafoglio,MASSIMO SEVERO,GIANNINI,male,legislatura 08
I Governo Forlani,Ministro dell'Agricoltura e Foreste,GIUSEPPE,BARTOLOMEI,male,legislatura 08
I Governo Spadolini,Ministro dell'Agricoltura e Foreste,GIUSEPPE,BARTOLOMEI,male,legislatura 08
II Governo Spadolini,Ministro dell'Agricoltura e Foreste,GIUSEPPE,BARTOLOMEI,male,legislatura 08
II Governo Cossiga,Ministro del Bilancio e della Programmazione Economica,GIORGIO,LA MALFA,male,legislatura 08
I Governo Forlani,Ministro del Bilancio e della Programmazione Economica,GIORGIO,LA MALFA,male,legislatura 08
I Governo Spadolini,Ministro del Bilancio e della Programmazione Economica,GIORGIO,LA MALFA,male,legislatura 08
II Governo Spadolini,Ministro del Bilancio e della Programmazione Economica,GIORGIO,LA MALFA,male,legislatura 08
II Governo Cossiga,Ministro del Commercio con l'Estero,ENRICO,MANCA,male,legislatura 08
I Governo Forlani,MInistro del Commercio con l'Estero,ENRICO,MANCA,male,legislatura 08
I Governo Forlani,Ministro senza Portafoglio,ROBERTO,MAZZOTTA,male,legislatura 08
I Governo Forlani,Ministro dei Lavori Pubblici,FRANCO,NICOLAZZI,male,legislatura 08
I Governo Spadolini,Ministro dei Lavori Pubblici,FRANCO,NICOLAZZI,male,legislatura 08
II Governo Spadolini,Ministro dei Lavori Pubblici,FRANCO,NICOLAZZI,male,legislatura 08
V Governo Fanfani,Ministro dei Lavori Pubblici,FRANCO,NICOLAZZI,male,legislatura 08
II Governo Cossiga,Ministro del Tesoro,FILIPPO MARIA,PANDOLFI,male,legislatura 08
I Governo Forlani,"Ministro dell'Industria, Commercio e Artigianato",FILIPPO MARIA,PANDOLFI,male,legislatura 08
V Governo Fanfani,"Ministro dell'Industria, Commercio e Artigianato",FILIPPO MARIA,PANDOLFI,male,legislatura 08
I Governo Spadolini,Ministro senza Portafoglio,LUCIANO,RADI,male,legislatura 08
II Governo Spadolini,Ministro senza Portafoglio,LUCIANO,RADI,male,legislatura 08
II Governo Cossiga,Ministro dell'Interno,VIRGINIO,ROGNONI,male,legislatura 08
I Governo Forlani,Ministro dell'Interno,VIRGINIO,ROGNONI,male,legislatura 08
I Governo Spadolini,Ministro dell'Interno,VIRGINIO,ROGNONI,male,legislatura 08
II Governo Spadolini,Ministro dell'Interno,VIRGINIO,ROGNONI,male,legislatura 08
V Governo Fanfani,Ministro dell'Interno,VIRGINIO,ROGNONI,male,legislatura 08
I Governo Forlani,Ministro senza Portafoglio,PIER LUIGI,ROMITA,male,legislatura 08
V Governo Fanfani,Ministro senza Portafoglio,PIER LUIGI,ROMITA,male,legislatura 08
I Governo Cossiga,Ministro degli Affari Esteri,ATTILIO,RUFFINI,male,legislatura 08
I Governo Cossiga,Ministro del Lavoro e della Previdenza Sociale,VINCENZO,SCOTTI,male,legislatura 08
I Governo Spadolini,Ministro dei Beni Culturali e Ambientali,VINCENZO,SCOTTI,male,legislatura 08
II Governo Spadolini,Ministro dei Beni Culturali e Ambientali,VINCENZO,SCOTTI,male,legislatura 08
V Governo Fanfani,Ministro del Lavoro e della Previdenza Sociale,VINCENZO,SCOTTI,male,legislatura 08
II Governo Cossiga,Ministro senza Portafoglio,VINCENZO,SCOTTI,male,legislatura 08
I Governo Forlani,Ministro senza Portafoglio,VINCENZO,SCOTTI,male,legislatura 08
I Governo Spadolini,Ministro senza Portafoglio,CLAUDIO,SIGNORILE,male,legislatura 08
II Governo Spadolini,Ministro senza Portafoglio,CLAUDIO,SIGNORILE,male,legislatura 08
V Governo Fanfani,Ministro senza Portafoglio,CLAUDIO,SIGNORILE,male,legislatura 08
I Governo Spadolini,Ministro senza Portafoglio,GIANCARLO,TESINI,male,legislatura 08
II Governo Spadolini,Ministro senza Portafoglio,GIANCARLO,TESINI,male,legislatura 08
I Governo Spadolini,Ministro dei Trasporti,VINCENZO,BALZAMO,male,legislatura 08
II Governo Spadolini,Ministro dei Trasporti,VINCENZO,BALZAMO,male,legislatura 08
II Governo Cossiga,Ministro senza Portafoglio,VINCENZO,BALZAMO,male,legislatura 08
V Governo Fanfani,Ministro del Tesoro,GIOVANNI,GORIA,male,legislatura 08
I Governo Spadolini,Ministro senza Portafoglio,GIUSEPPE,ZAMBERLETTI,male,legislatura 08
II Governo Spadolini,Ministro senza Portafoglio,GIUSEPPE,ZAMBERLETTI,male,legislatura 08
II Governo Cossiga,Ministro dei Beni Culturali e Ambientali,ODDO,BIASINI,male,legislatura 08
I Governo Forlani,Ministro dei Beni Culturali e Ambientali,ODDO,BIASINI,male,legislatura 08
I Governo Cossiga,"Ministro dell'Industria, Commercio e Artigianato",ANTONIO,BISAGLIA,male,legislatura 08
II Governo Cossiga,"Ministro dell'Industria, Commercio e Artigianato",ANTONIO,BISAGLIA,male,legislatura 08
I Governo Forlani,"Ministro dell'Industria, Commercio e Artigianato",ANTONIO,BISAGLIA,male,legislatura 08
I Governo Forlani,Ministro della Pubblica Istruzione,GUIDO,BODRATO,male,legislatura 08
I Governo Spadolini,Ministro della Pubblica Istruzione,GUIDO,BODRATO,male,legislatura 08
II Governo Spadolini,Ministro della Pubblica Istruzione,GUIDO,BODRATO,male,legislatura 08
V Governo Fanfani,Ministro del Bilancio e della Programmazione Economica,GUIDO,BODRATO,male,legislatura 08
VIII Governo De Gasperi,Ministro della Marina Mercantile,BERNARDO,MATTARELLA,male,legislatura 02
VIII Governo De Gasperi,Ministro degli Affari Esteri,ALCIDE,DE GASPERI,male,legislatura 02
VIII Governo De Gasperi,Ministro della Pubblica Istruzione,GIUSEPPE MARIA,BETTIOL,male,legislatura 02
VIII Governo De Gasperi,Ministro di Grazia e Giustizia,GUIDO,GONELLA,male,legislatura 02
VIII Governo De Gasperi,Ministro senza Portafoglio,ATTILIO,PICCIONI,male,legislatura 02
II Governo Craxi,Ministro degli Affari esteri,GIULIO,ANDREOTTI,male,legislatura 09
VI Governo Fanfani,Ministro degli Affari Esteri,GIULIO,ANDREOTTI,male,legislatura 09
I Governo Goria,Ministro degli Affari Esteri,GIULIO,ANDREOTTI,male,legislatura 10
I Governo De Mita,Ministro degli Affari Esteri,GIULIO,ANDREOTTI,male,legislatura 10
VI Governo Andreotti,Ministro delle Partecipazioni statali,GIULIO,ANDREOTTI,male,legislatura 10
VIII Governo De Gasperi,Ministro del Lavori Pubblici,GIUSEPPE,SPATARO,male,legislatura 02
