Governo,Ministro,nome,cognome,legislatura_modificata
II Governo Prodi,Ministro delle Infrastrutture e dei trasporti,ANTONIO,DI PIETRO,legislatura 15
IV Governo De Gasperi,Ministro del Lavoro e della Previdenza sociale,AMINTORE,FANFANI,legislatura costituente
III Governo Berlusconi,Ministro senza portafoglio per gli Affari regionali,ENRICO,LA LOGGIA,legislatura 14
III Governo Berlusconi,"Vice Ministro dell'Istruzione, dell'università e della ricerca",GIOVANNI,RICEVUTO,legislatura 14
III Governo Berlusconi,Vice Ministro dell'Economia e delle finanze,GIUSEPPE CARLO FERDINANDO,VEGAS,legislatura 14
III Governo Berlusconi,Vice Ministro delle Infrastrutture e dei trasporti,UGO,MARTINAT,legislatura 14
II Governo Prodi,Ministro dell'Interno,GIULIANO,AMATO,legislatura 15
III Governo Berlusconi,Ministro degli Affari esteri,GIANFRANCO,FINI,legislatura 14
II Governo Prodi,Vice Ministro degli Affari esteri,UGO,INTINI,legislatura 15
III Governo Berlusconi,Ministro dell'Ambiente e della tutela del territorio,ALTERO,MATTEOLI,legislatura 14
III Governo Berlusconi,Vice Ministro dell'Ambiente e della tutela del territorio,FRANCESCO,NUCARA,legislatura 14
II Governo Prodi,Ministro per i Beni e le attività culturali,FRANCESCO,RUTELLI,legislatura 15
II Governo Prodi,Vice Ministro dell'Economia e delle finanze,VINCENZO ALFONSO,VISCO,legislatura 15
II Governo De Gasperi,Ministro dei Trasporti,GIACOMO,FERRARI,legislatura costituente
III Governo De Gasperi,Ministro dei Trasporti,GIACOMO,FERRARI,legislatura costituente
II Governo Prodi,Ministro degli Affari esteri,MASSIMO,D'ALEMA,legislatura 15
II Governo Prodi,Ministro dello Sviluppo economico,PIER LUIGI,BERSANI,legislatura 15
II Governo Prodi,Ministro delle Attività produttive,PIER LUIGI,BERSANI,legislatura 15
II Governo Prodi,Ministro delle Politiche agricole e forestali,PAOLO,DE CASTRO,legislatura 15
II Governo Prodi,"Ministro delle Politiche agricole, alimentari e forestali",PAOLO,DE CASTRO,legislatura 15
II Governo Prodi,Ministro delle Politiche agricole e forestali,PAOLO,DE CASTRO,legislatura 15
II Governo Prodi,Vice Ministro dell'Interno,DOMENICO,MINNITI,legislatura 15
II Governo Prodi,Ministro per i Rapporti con il Parlamento e le riforme istituzionali,VANNINO,CHITI,legislatura 15
II Governo Prodi,Ministro per l'Attuazione del programma di Governo,GIULIO,SANTAGATA,legislatura 15
III Governo Berlusconi,Ministro delle Infrastrutture e dei trasporti,PIETRO,LUNARDI,legislatura 14
III Governo Berlusconi,"Ministro dell'Istruzione, dell'università e della ricerca",LETIZIA,MORATTI,legislatura 14
III Governo Berlusconi,Ministro senza portafoglio per l'Innovazione e le tecnologie,LUCIO,STANCA,legislatura 14
III Governo Berlusconi,Vice Ministro dell'Economia e delle finanze,MARIO,BALDASSARRI,legislatura 14
II Governo Prodi,Ministro delle Comunicazioni,PAOLO,GENTILONI SILVERI,legislatura 15
IV Governo De Gasperi,Ministro del Tesoro,GUSTAVO,DEL VECCHIO,legislatura costituente
IV Governo De Gasperi,Ministro dei Trasporti,GUIDO,CORBELLINI,legislatura costituente
I Governo De Gasperi,Ministro della Guerra,MANLIO,BROSIO,legislatura costituente
I Governo Fanfani,Ministro del Tesoro,SILVIO,GAVA,legislatura 02
I Governo Fanfani,Ministro dell'Agricoltura e Foreste,GIUSEPPE,MEDICI,legislatura 02
I Governo Fanfani,Ministro del Commercio con l'Estero,GIORDANO,DELL'AMORE,legislatura 02
III Governo Berlusconi,Ministro dell'Economia e delle finanze,DOMENICO,SINISCALCO,legislatura 14
II Governo Prodi,Vice Ministro dello Sviluppo economico,SERGIO ANTONIO,D'ANTONI,legislatura 15
II Governo Prodi,Ministro per gli Affari regionali e le autonomie locali,LINDA,LANZILLOTTA,legislatura 15
II Governo Prodi,Vice Ministro delle Infrastrutture,ANGELO,CAPODICASA,legislatura 15
II Governo Prodi,Ministro del Lavoro e della previdenza sociale,CESARE,DAMIANO,legislatura 15
II Governo Prodi,Ministro del Lavoro e delle politiche sociali,CESARE,DAMIANO,legislatura 15
II Governo Prodi,Ministro della Solidarietà sociale,PAOLO,FERRERO,legislatura 15
II Governo Prodi,Ministro senza portafoglio,PAOLO,FERRERO,legislatura 15
II Governo Prodi,Vice Ministro degli Affari esteri,PATRIZIA,SENTINELLI,legislatura 15
II Governo Prodi,Ministro dell'Economia e delle finanze,TOMMASO,PADOA SCHIOPPA,legislatura 15
II Governo Prodi,Ministro dei Trasporti,ALESSANDRO,BIANCHI,legislatura 15
II Governo Prodi,Ministro senza portafoglio,ALESSANDRO,BIANCHI,legislatura 15
II Governo Prodi,Ministro per le Riforme e le innovazioni nella pubblica amministrazione,LUIGI,NICOLAIS,legislatura 15
II Governo Prodi,Vice Ministro dell'Istruzione,MARIANGELA,BASTICO,legislatura 15
II Governo Prodi,Vice Ministro della Pubblica istruzione,MARIANGELA,BASTICO,legislatura 15
II Governo Prodi,Ministro della Giustizia,LUIGI,SCOTTI,legislatura 15
II Governo Prodi,Ministro della Salute,LIVIA,TURCO,legislatura 15
I Governo Fanfani,Ministro del Lavoro e della Previdenza Sociale,LUIGI,GUI,legislatura 02
III Governo Berlusconi,Ministro senza portafoglio per le Politiche comunitarie,GIORGIO,LA MALFA,legislatura 14
III Governo Berlusconi,Ministro senza Portafoglio per le Riforme istituzionali e la devoluzione,ROBERTO,CALDEROLI,legislatura 14
III Governo Berlusconi,Ministro senza portafoglio per l'Attuazione del programma di Governo,STEFANO,CALDORO,legislatura 14
III Governo Berlusconi,Ministro della Giustizia,ROBERTO,CASTELLI,legislatura 14
III Governo Berlusconi,Ministro senza portafoglio per i Rapporti con il Parlamento,CARLO AMEDEO,GIOVANARDI,legislatura 14
III Governo Berlusconi,Ministro del Lavoro e delle politiche sociali,ROBERTO ERNESTO,MARONI,legislatura 14
II Governo Prodi,Ministro dell'Università e della ricerca,FABIO,MUSSI,legislatura 15
II Governo Prodi,"Ministro dell'Istruzione, dell'università e della ricerca",FABIO,MUSSI,legislatura 15
II Governo Prodi,Ministro dell'Ambiente e della tutela del territorio e del mare,ALFONSO,PECORARO SCANIO,legislatura 15
II Governo Prodi,Ministro dell'Ambiente e della tutela del territorio,ALFONSO,PECORARO SCANIO,legislatura 15
II Governo Prodi,Vice Ministro dell'Economia e delle finanze,ROBERTO,PINZA,legislatura 15
II Governo Prodi,Ministro per i Diritti e le pari opportunità,BARBARA MARIA SIMONETTA,POLLASTRINI,legislatura 15
III Governo Berlusconi,Ministro delle Politiche agricole e forestali,GIOVANNI,ALEMANNO,legislatura 14
III Governo Berlusconi,Ministro senza portafoglio per la Funzione pubblica,MARIO,BACCINI,legislatura 14
III Governo Berlusconi,Ministro dell'Economia e delle finanze,SILVIO,BERLUSCONI,legislatura 14
III Governo Berlusconi,Ministro della Salute,SILVIO,BERLUSCONI,legislatura 14
II Governo Prodi,Ministro delle Politiche per la famiglia,ROSARIA,BINDI,legislatura 15
III Governo Berlusconi,Ministro per i Beni e le attività culturali,ROCCO,BUTTIGLIONE,legislatura 14
II Governo Prodi,Vice Ministro degli Affari esteri,FRANCO,DANIELI,legislatura 15
III Governo Berlusconi,Ministro delle Comunicazioni,MARIO,LANDOLFI,legislatura 14
III Governo Berlusconi,Ministro della Difesa,ANTONIO,MARTINO,legislatura 14
III Governo Berlusconi,Vice Ministro per i Beni e le attività culturali,ANTONIO,MARTUSCIELLO,legislatura 14
II Governo Prodi,Ministro per le Politiche giovanili e le attività sportive,GIOVANNA,MELANDRI,legislatura 15
III Governo Berlusconi,Ministro senza Portafoglio per lo Sviluppo e la coesione territoriale,GIOVANNI,MICCICHE',legislatura 14
III Governo Berlusconi,Ministro senza portafoglio per le Pari opportunità,STEFANIA,PRESTIGIACOMO,legislatura 14
III Governo Berlusconi,Ministro della Salute,FRANCESCO,STORACE,legislatura 14
III Governo Berlusconi,Ministro dell'Economia e delle finanze,GIULIO CARLO DANILO,TREMONTI,legislatura 14
III Governo Berlusconi,Ministro senza Portafoglio della Presidenza del Consiglio dei Ministri,GIULIO CARLO DANILO,TREMONTI,legislatura 14
III Governo Berlusconi,Vice Ministro delle Attività produttive,ADOLFO,URSO,legislatura 14
III Governo Berlusconi,Ministro dell'Interno,GIUSEPPE,PISANU,legislatura 14
II Governo Prodi,Ministro dell'Istruzione,GIUSEPPE,FIORONI,legislatura 15
II Governo Prodi,Ministro della Pubblica istruzione,GIUSEPPE,FIORONI,legislatura 15
II Governo Prodi,Ministro senza portafoglio,GIUSEPPE,FIORONI,legislatura 15
III Governo Berlusconi,Ministro delle Attività produttive,CLAUDIO,SCAJOLA,legislatura 14
II Governo Prodi,Vice Ministro dei Trasporti,CESARE,DE PICCOLI,legislatura 15
II Governo Prodi,Ministro del Commercio internazionale,ROMANO,PRODI,legislatura 15
II Governo Prodi,Ministro della Giustizia,ROMANO,PRODI,legislatura 15
III Governo Berlusconi,"Vice Ministro dell'Istruzione, dell'università e della ricerca",GUIDO,POSSA,legislatura 14
II Governo Prodi,Ministro della Difesa,ARTURO MARIO LUIGI,PARISI,legislatura 15
III Governo Berlusconi,Ministro senza portafoglio per gli Italiani nel mondo,PIERANTONIO MIRKO,TREMAGLIA,legislatura 14
IV Governo De Gasperi,Ministro senza Portafoglio,RANDOLFO,PACCIARDI,legislatura costituente
I Governo Scelba,Ministro dei Trasporti,BERNARDO,MATTARELLA,legislatura 02
I Governo Segni,Ministro del Commercio con l'Estero,BERNARDO,MATTARELLA,legislatura 02
I Governo Zoli,Ministro delle Poste e Telecomunicazioni,BERNARDO,MATTARELLA,legislatura 02
I Governo Letta,Ministro degli Affari Esteri,EMMA,BONINO,legislatura 17
I Governo Segni,Ministro dei Trasporti,ARMANDO,ANGELINI,legislatura 02
I Governo Zoli,Ministro dei Trasporti,ARMANDO,ANGELINI,legislatura 02
I Governo Scelba,Ministro delle Poste e Telecomunicazioni,GENNARO,CASSIANI,legislatura 02
I Governo Segni,Ministro della Marina Mercantile,GENNARO,CASSIANI,legislatura 02
I Governo Zoli,Ministro della Marina Mercantile,GENNARO,CASSIANI,legislatura 02
I Governo Zoli,Ministro di Grazia e Giustizia,GUIDO,GONELLA,legislatura 02
I Governo Segni,Ministro senza Portafoglio,GUIDO,GONELLA,legislatura 02
I Governo Scelba,Ministro degli Affari Esteri,ATTILIO,PICCIONI,legislatura 02
I Governo Segni,Ministro senza Portafoglio,GIUSEPPE,SARAGAT,legislatura 02
I Governo Scelba,Ministro dell'Interno,MARIO,SCELBA,legislatura 02
I Governo Segni,Ministro delle Finanze,GIULIO,ANDREOTTI,legislatura 02
I Governo Zoli,Ministro delle Finanze,GIULIO,ANDREOTTI,legislatura 02
I Governo Scelba,Ministro della Difesa,PAOLO EMILIO,TAVIANI,legislatura 02
I Governo Segni,Ministro della Difesa,PAOLO EMILIO,TAVIANI,legislatura 02
I Governo Zoli,Ministro della Difesa,PAOLO EMILIO,TAVIANI,legislatura 02
I Governo Segni,Ministro delle Partecipazioni Statali,GIUSEPPE,TOGNI,legislatura 02
I Governo Zoli,Ministro dei Lavori Pubblici,GIUSEPPE,TOGNI,legislatura 02
IV Governo Berlusconi,Ministro delle infrastrutture e dei trasporti,ALTERO,MATTEOLI,legislatura 16
I Governo Scelba,Ministro senza Portafoglio,PIETRO,CAMPILLI,legislatura 02
I Governo Segni,Ministro senza Portafoglio,PIETRO,CAMPILLI,legislatura 02
I Governo Zoli,Ministro senza Portafoglio,PIETRO,CAMPILLI,legislatura 02
I Governo Scelba,Ministro senza Portafoglio,RAFFAELE,DE CARO,legislatura 02
I Governo Segni,Ministro senza Portafoglio,RAFFAELE,DE CARO,legislatura 02
I Governo Scelba,Ministro dei Lavori Pubblici,GIUSEPPE,ROMITA,legislatura 02
I Governo Segni,Ministro dei Lavori Pubblici,GIUSEPPE,ROMITA,legislatura 02
I Governo Scelba,Ministro dell'Industria e Commercio,BRUNO,VILLABRUNA,legislatura 02
I Governo Segni,Ministro delle Poste e Telecomunicazioni,GIOVANNI,BRASCHI,legislatura 02
I Governo Scelba,Ministro senza Portafoglio,UMBERTO,TUPINI,legislatura 02
I Governo Scelba,Ministro del Bilancio,EZIO,VANONI,legislatura 02
I Governo Segni,Ministro del Bilancio,EZIO,VANONI,legislatura 02
I Governo Segni,Ministro del Tesoro,EZIO,VANONI,legislatura 02
I Governo Zoli,Ministro del Commercio con l'Estero,GUIDO,CARLI,legislatura 02
I Governo Letta,Ministro senza portafoglio per la Pubblica Amministrazione e la Semplificazione,GIANPIERO,D'ALIA,legislatura 17
I Governo Letta,Ministro senza portafoglio per i Rapporti con il Parlamento e il Coordinamento dell'Attività di Governo,DARIO,FRANCESCHINI,legislatura 17
I Governo Letta,Vice Ministro dell'Economia e delle Finanze,LUIGI,CASERO,legislatura 17
IV Governo Berlusconi,Ministro della Giustizia,ANGELINO,ALFANO,legislatura 16
I Governo Letta,Ministro dell'Interno,ANGELINO,ALFANO,legislatura 17
I Governo Letta,Ministro delle Infrastrutture e dei Trasporti,MAURIZIO ENZO,LUPI,legislatura 17
I Governo Segni,Ministro del Bilancio,ADONE,ZOLI,legislatura 02
I Governo Zoli,Ministro del Bilancio,ADONE,ZOLI,legislatura 02
I Governo Zoli,Ministro del Lavoro e della Previdenza Sociale,ADONE,ZOLI,legislatura 02
I Governo Scelba,Ministro di Grazia e Giustizia,MICHELE,DE PIETRO,legislatura 02
I Governo Letta,Ministro dell'Ambiente e della Tutela del Territorio e del Mare,ANDREA,ORLANDO,legislatura 17
I Governo Letta,Ministro senza portafoglio per le Riforme Costituzionali,GAETANO,QUAGLIARIELLO,legislatura 17
I Governo Letta,Ministro della Salute,BEATRICE,LORENZIN,legislatura 17
I Governo Letta,Ministro delle Politiche Agricole Alimentari e Forestali,NUNZIA,DE GIROLAMO,legislatura 17
I Governo Letta,Ministro della Giustizia,ANNA MARIA,CANCELLIERI,legislatura 17
I Governo Letta,Ministro senza portafoglio per gli Affari Europei,ENZO,MOAVERO MILANESI,legislatura 17
I Governo Letta,Vice Ministro dello Sviluppo economico,ANTONIO,CATRICALA',legislatura 17
I Governo Letta,Vice Ministro degli Affari esteri,MARTA,DASSU',legislatura 17
I Governo Letta,Vice Ministro dell'Economia e delle Finanze,STEFANO,FASSINA,legislatura 17
I Governo Letta,Ministro senza portafoglio per l'Integrazione,KASHETU,KYENGE,legislatura 17
I Governo Letta,Ministro per i Beni e le Attività Culturali,MASSIMO,BRAY,legislatura 17
I Governo Letta,"Ministro dell'Istruzione, dell'Università e della Ricerca",MARIA CHIARA,CARROZZA,legislatura 17
I Governo Letta,Vice Ministro degli Affari esteri,BRUNO,ARCHI,legislatura 17
I Governo Letta,"Ministro senza portafoglio per le Pari Opportunità, lo Sport e le Politiche Giovanili",JOSEFA,IDEM,legislatura 17
I Governo Letta,Ministro della Difesa,MARIO WALTER,MAURO,legislatura 17
I Governo Letta,Ministro senza portafoglio per gli Affari Regionali e le Autonomie,GRAZIANO,DELRIO,legislatura 17
I Governo Letta,Ministro senza portafoglio per la Coesione Territoriale,CARLO,TRIGILIA,legislatura 17
I Governo Letta,Ministro dell'Economia e delle Finanze,FABRIZIO,SACCOMANNI,legislatura 17
I Governo Letta,Ministro del Lavoro e delle Politiche Sociali,ENRICO,GIOVANNINI,legislatura 17
I Governo Letta,Ministro dello Sviluppo Economico,FLAVIO,ZANONATO,legislatura 17
I Governo Letta,Vice Ministro dello Sviluppo economico,CARLO,CALENDA,legislatura 17
IV Governo Berlusconi,Ministro della Difesa,IGNAZIO BENITO MARIA,LA RUSSA,legislatura 16
IV Governo Berlusconi,Ministro dell'Interno,ROBERTO ERNESTO,MARONI,legislatura 16
IV Governo Berlusconi,Ministro dell'Ambiente e della tutela del territorio e del mare,STEFANIA,PRESTIGIACOMO,legislatura 16
IV Governo Berlusconi,Ministro dell'Economia e delle finanze,GIULIO CARLO DANILO,TREMONTI,legislatura 16
I Governo Letta,Vice Ministro degli Affari esteri,LAPO,PISTELLI,legislatura 17
I Governo Segni,Ministro della Pubblica Istruzione,PAOLO,ROSSI,legislatura 02
I Governo Scelba,Ministro delle Finanze,ROBERTO,TREMELLONI,legislatura 02
I Governo Segni,Ministro dell'Industria e Commercio,GUIDO,CORTESE,legislatura 02
I Governo Scelba,Ministro del Lavoro e della Previdenza Sociale,EZIO,VIGORELLI,legislatura 02
I Governo Segni,Ministro del Lavoro e della Previdenza Sociale,EZIO,VIGORELLI,legislatura 02
I Governo Scelba,Ministro della Marina Mercantile,FERDINANDO,TAMBRONI ARMAROLI,legislatura 02
I Governo Segni,Ministro dell'Interno,FERDINANDO,TAMBRONI ARMAROLI,legislatura 02
I Governo Zoli,Ministro dell'Interno,FERDINANDO,TAMBRONI ARMAROLI,legislatura 02
I Governo Scelba,Ministro della Pubblica Istruzione,GAETANO,MARTINO,legislatura 02
I Governo Scelba,Ministro degli Affari Esteri,GAETANO,MARTINO,legislatura 02
I Governo Segni,Ministro degli Affari Esteri,GAETANO,MARTINO,legislatura 02
I Governo Scelba,Ministro del Commercio con l'Estero,MARIO,MARTINELLI,legislatura 02
I Governo Segni,Ministro dell'Agricoltura e Foreste,EMILIO,COLOMBO,legislatura 02
I Governo Zoli,Ministro dell'Agricoltura e Foreste,EMILIO,COLOMBO,legislatura 02
I Governo Scelba,Ministro della Pubblica Istruzione,GIUSEPPE,ERMINI,legislatura 02
I Governo Zoli,Ministro degli Affari Esteri,GIUSEPPE,PELLA,legislatura 02
IV Governo Berlusconi,Vice Ministro dell'Economia e delle Finanze,GIUSEPPE CARLO FERDINANDO,VEGAS,legislatura 16
IV Governo Berlusconi,"Ministro del lavoro, della salute e delle politiche sociali",MAURIZIO,SACCONI,legislatura 16
IV Governo Berlusconi,Ministro del Lavoro e delle Politiche Sociali,MAURIZIO,SACCONI,legislatura 16
I Governo Scelba,Ministro senza Portafoglio,GIOVANNI,PONTI,legislatura 02
I Governo Zoli,Ministro senza Portafoglio,MARIO,ZOTTA,legislatura 02
I Governo Monti,Ministro senza portafoglio per i rapporti con il Parlamento,DINO PIERO,GIARDA,legislatura 16
I Governo Letta,MINISTRO DELLE POLITICHE AGRICOLE ALIMENTARI E FORESTALI,ENRICO,LETTA,legislatura 17
IV Governo Berlusconi,Ministro delle Politiche agricole alimentari e forestali,FRANCESCO SAVERIO,ROMANO,legislatura 16
IV Governo Berlusconi,Ministro per i Beni e le attività culturali,SANDRO,BONDI,legislatura 16
IV Governo Berlusconi,Ministro della Giustizia,NITTO FRANCESCO,PALMA,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio per le politiche comunitarie,ANDREA,RONCHI,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio,ANDREA,RONCHI,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio per le politiche europee,ANDREA,RONCHI,legislatura 16
I Governo Scelba,Ministro del Tesoro,SILVIO,GAVA,legislatura 02
I Governo Segni,Ministro del Tesoro,SILVIO,GAVA,legislatura 02
I Governo Zoli,Ministro dell'Industria e Commercio,SILVIO,GAVA,legislatura 02
I Governo Scelba,Ministro dellì'Agricoltura e Foreste,GIUSEPPE,MEDICI,legislatura 02
I Governo Segni,Ministro del Tesoro,GIUSEPPE,MEDICI,legislatura 02
I Governo Zoli,Ministro del Tesoro,GIUSEPPE,MEDICI,legislatura 02
I Governo Zoli,Ministro delle Partecipazioni Statali,GIORGIO,BO,legislatura 02
IV Governo Berlusconi,"Ministro dell'istruzione, dell'università e della ricerca",MARIASTELLA,GELMINI,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio per le pari opportunità,MARIA ROSARIA,CARFAGNA,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio,MARIA ROSARIA,CARFAGNA,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio per i rapporti con le regioni,RAFFAELE,FITTO,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio,RAFFAELE,FITTO,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio per i rapporti con le regioni e per la coesione territoriale,RAFFAELE,FITTO,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio per le politiche per i giovani,GIORGIA,MELONI,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio,GIORGIA,MELONI,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio della gioventù,GIORGIA,MELONI,legislatura 16
IV Governo Berlusconi,Vice Ministro delle infrastrutture e dei trasporti,AURELIO SALVATORE,MISITI,legislatura 16
I Governo Letta,Vice Ministro dell'Interno,FILIPPO,BUBBICO,legislatura 17
IV Governo Berlusconi,Ministro senza portafoglio,MICHELA VITTORIA,BRAMBILLA,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio per il Turismo,MICHELA VITTORIA,BRAMBILLA,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio per le politiche europee,ANNA MARIA,BERNINI,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio per la pubblica amministrazione e l'innovazione,RENATO,BRUNETTA,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio,RENATO,BRUNETTA,legislatura 16
IV Governo Berlusconi,Vice Ministro dello Sviluppo economico,CATIA,POLIDORI,legislatura 16
IV Governo Berlusconi,Ministro delle politiche agricole e forestali,LUCA,ZAIA,legislatura 16
IV Governo Berlusconi,Ministro delle politiche agricole e forestali,LUCA,ZAIA,legislatura 16
IV Governo Berlusconi,"Vice Ministro del Lavoro, della Salute e delle Politiche sociali",FERRUCCIO,FAZIO,legislatura 16
IV Governo Berlusconi,Ministro della Salute,FERRUCCIO,FAZIO,legislatura 16
I Governo Monti,Ministro dell'Economia e delle finanze,MARIO,MONTI,legislatura 16
I Governo Monti,Ministro affari esteri,MARIO,MONTI,legislatura 16
I Governo Monti,Ministro dell'Interno,ANNA MARIA,CANCELLIERI,legislatura 16
I Governo Monti,Ministro della Giustizia,PAOLA,SEVERINO DI BENEDETTO,legislatura 16
I Governo Monti,Ministro della Difesa,GIAMPAOLO,DI PAOLA,legislatura 16
I Governo Monti,Ministro dello Sviluppo economico,CORRADO,PASSERA,legislatura 16
I Governo Monti,Ministro delle Infrastrutture e dei trasporti,CORRADO,PASSERA,legislatura 16
I Governo Monti,Ministro delle Politiche agricole alimentari e forestali,MARIO,CATANIA,legislatura 16
I Governo Monti,Ministro dell'Ambiente e della tutela del territorio e del mare,CORRADO,CLINI,legislatura 16
I Governo Monti,Ministro del Lavoro e delle politiche sociali,ELSA,FORNERO,legislatura 16
I Governo Monti,Ministro della Salute,RENATO,BALDUZZI,legislatura 16
I Governo Monti,"Ministro dell'Istruzione, dell'università e della ricerca",FRANCESCO,PROFUMO,legislatura 16
I Governo Monti,Ministro per i Beni e le attività culturali,LORENZO,ORNAGHI,legislatura 16
I Governo Monti,Ministro senza portafoglio per gli affari europei,ENZO,MOAVERO MILANESI,legislatura 16
I Governo Monti,Ministro senza portafoglio per il turismo e lo sport,PIERO,GNUDI,legislatura 16
I Governo Monti,"Ministro senza portafoglio per gli affari regionali, il turismo e lo sport",PIERO,GNUDI,legislatura 16
I Governo Monti,Ministro senza portafoglio per la coesione territoriale,FABRIZIO,BARCA,legislatura 16
I Governo Monti,Ministro senza portafoglio per la cooperazione internazionale e l'integrazione,ANDREA,RICCARDI,legislatura 16
I Governo Monti,Ministro degli Affari esteri,GIULIOMARIA,TERZI DI SANT'AGATA,legislatura 16
I Governo Monti,Vice Ministro affari esteri,MARTA,DASSU',legislatura 16
I Governo Monti,Vice Ministro affari esteri,STAFFAN,DE MISTURA,legislatura 16
I Governo Monti,Viceministro dell'Economia e delle finanze,VITTORIO UMBERTO,GRILLI,legislatura 16
I Governo Monti,Ministro dell'Economia e delle finanze,VITTORIO UMBERTO,GRILLI,legislatura 16
I Governo Monti,Vice Ministro delle Infrastrutture e dei trasporti,MARIO,CIACCIA,legislatura 16
I Governo Monti,Vice Ministro del Lavoro e delle politiche sociali,MICHEL,MARTONE,legislatura 16
I Governo Monti,Ministro senza portafoglio per la pubblica amministrazione e la semplificazione,FILIPPO,PATRONI GRIFFI,legislatura 16
I Governo Letta,Ministro dei Beni e delle Attività culturali e del Turismo,MASSIMO,BRAY,legislatura 17
I Governo Letta,Vice Ministro del Lavoro e delle Politiche sociali,MARIA CECILIA,GUERRA,legislatura 17
I Governo Zoli,Ministro del Lavoro e della Previdenza Sociale,LUIGI,GUI,legislatura 02
IV Governo Berlusconi,Ministro senza portafoglio per le riforme per il federalismo,UMBERTO,BOSSI,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio,UMBERTO,BOSSI,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio per la semplificazione normativa,ROBERTO,CALDEROLI,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio,ROBERTO,CALDEROLI,legislatura 16
IV Governo Berlusconi,Vice Ministro delle Infrastrutture e dei Trasporti,ROBERTO,CASTELLI,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio per i rapporti con il Parlamento,ELIO,VITO,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio,ELIO,VITO,legislatura 16
IV Governo Berlusconi,Ministro dello Sviluppo Economico,SILVIO,BERLUSCONI,legislatura 16
IV Governo Berlusconi,Ministro delle Politiche agricole alimentari e forestali,GIANCARLO,GALAN,legislatura 16
IV Governo Berlusconi,Ministro per i beni e le attività culturali,GIANCARLO,GALAN,legislatura 16
IV Governo Berlusconi,Vice Ministro dello Sviluppo economico,PAOLO,ROMANI,legislatura 16
IV Governo Berlusconi,Ministro dello Sviluppo economico,PAOLO,ROMANI,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio per l'attuazione del programma,GIANFRANCO,ROTONDI,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio,GIANFRANCO,ROTONDI,legislatura 16
IV Governo Berlusconi,Ministro senza portafoglio per l'attuazione del programma di Governo,GIANFRANCO,ROTONDI,legislatura 16
IV Governo Berlusconi,Vice Ministro dello Sviluppo economico,ADOLFO,URSO,legislatura 16
I Governo Segni,Ministro di Grazia e Giustizia,ALDO,MORO,legislatura 02
I Governo Zoli,Ministro della Pubblica Istruzione,ALDO,MORO,legislatura 02
IV Governo Berlusconi,Ministro degli Affari esteri,FRANCO,FRATTINI,legislatura 16
IV Governo Berlusconi,Ministro dello Sviluppo economico,CLAUDIO,SCAJOLA,legislatura 16
I Governo Zoli,Ministro senza Portafoglio,RINALDO,DEL BO,legislatura 02
IV Governo Berlusconi,Ministro senza portafoglio,ANNA MARIA,BERNINI,legislatura 16
IV Governo Berlusconi,MINISTRO SENZA PORTAFOGLIO,ALDO,BRANCHER,legislatura 16
I Governo Monti,Ministro senza portafoglio,FILIPPO,PATRONI GRIFFI,legislatura 16
II Governo Conte,Ministro dell'Istruzione,LUCIA,AZZOLINA,legislatura 18
II Governo Conte,Ministro dell'Università e della ricerca,GAETANO,MANFREDI,legislatura 18
II Governo Conte,Ministro delle Infrastrutture e dei trasporti,PAOLA,DE MICHELI,legislatura 18
II Governo Conte,Ministro senza portafoglio per le Politiche giovanili e lo sport,VINCENZO,SPADAFORA,legislatura 18
II Governo Conte,Ministro senza portafoglio per gli Affari regionali e le autonomie,FRANCESCO,BOCCIA,legislatura 18
II Governo Conte,Ministro senza portafoglio per i Rapporti con il Parlamento,FEDERICO,D'INCA',legislatura 18
II Governo Conte,Ministro per i Beni e le attività culturali,DARIO,FRANCESCHINI,legislatura 18
II Governo Conte,Ministro senza portafoglio per la pubblica amministrazione,FABIANA,DADONE,legislatura 18
II Governo Conte,Ministro della Salute,ROBERTO,SPERANZA,legislatura 18
II Governo Conte,Ministro dell'Ambiente e della tutela del territorio e del mare,SERGIO,COSTA,legislatura 18
II Governo Conte,Ministro del Lavoro e delle politiche sociali,NUNZIA,CATALFO,legislatura 18
