Persona,legislatura,graduated
Silvana_Pisa,14,yes
Simonetta_Licastro_Scardino,14,yes
Simonetta_Licastro_Scardino,15,yes
Carolina_Lussana,14,yes
Carolina_Lussana,15,yes
Carolina_Lussana,16,yes
Chiara_Moroni,14,yes
Chiara_Moroni,15,yes
Chiara_Moroni,16,yes
Patrizia_Paoletti_Tangheroni,14,yes
Patrizia_Paoletti_Tangheroni,15,yes
Luana_Zanella,14,yes
Luana_Zanella,15,yes
Luana_Zanella,19,yes
Elettra_Deiana,14,yes
Elettra_Deiana,15,yes
Giuliana_Reduzzi,14,yes
Alba_Sasso,14,yes
Alba_Sasso,15,yes
Osvalda_Trupia,11,yes
Osvalda_Trupia,14,yes
Osvalda_Trupia,15,yes
Cinzia_Dato,15,yes
Daniela_Mazzuconi,10,yes
Daniela_Mazzuconi,11,yes
Daniela_Garnero_Santanche',14,yes
Daniela_Garnero_Santanche',15,yes
Daniela_Garnero_Santanche',17,yes
Amalia_Schirru,15,yes
Amalia_Schirru,16,yes
Laura_Froner,15,yes
Laura_Froner,16,yes
Mariastella_Gelmini,15,yes
Mariastella_Gelmini,16,yes
Mariastella_Gelmini,17,yes
Mariastella_Gelmini,18,yes
Luisa_Capitanio,15,yes
Luisa_Capitanio,16,yes
Paola_Frassinetti,15,yes
Paola_Frassinetti,16,yes
Paola_Frassinetti,19,yes
Paola_Frassinetti,18,yes
Laura_Ravetto,15,yes
Laura_Ravetto,16,yes
Laura_Ravetto,17,yes
Laura_Ravetto,19,yes
Laura_Ravetto,18,yes
Linda_Lanzillotta,15,yes
Linda_Lanzillotta,16,yes
Rosalba_Benzoni,15,yes
Maria_Paola_Merloni,15,yes
Maria_Paola_Merloni,16,yes
Donata_Lenzi,15,yes
Donata_Lenzi,16,yes
Donata_Lenzi,17,yes
Manuela_Ghizzoni,15,yes
Manuela_Ghizzoni,16,yes
Manuela_Ghizzoni,17,yes
Maria_Ida_Germontani,15,yes
Silvia_Velo,15,yes
Silvia_Velo,16,yes
Silvia_Velo,17,yes
Mariza_Antonietta_Giuditta_Bafile,15,yes
Rosa_Suppa,15,yes
Mercedes_Lourdes_Frias,15,yes
Maria_Cristina_Perugia,15,yes
Giulia_Bongiorno,15,yes
Giulia_Bongiorno,16,yes
Maria_Laura_Paxia,18,yes
Vita_Martinciglio,18,yes
Roberta_Alaimo,18,yes
Mara_Lapia,18,yes
Vittoria_Casa,18,yes
Mirella_Emiliozzi,18,yes
Patrizia_Terzoni,18,yes
Patrizia_Terzoni,17,yes
Simona_Suriano,18,yes
Giulia_Grillo,18,yes
Giulia_Grillo,17,yes
Piera_Aiello,18,yes
Emanuela_Savio,2,yes
Emanuela_Savio,3,yes
Emanuela_Savio,4,yes
Emanuela_Savio,5,yes
Gigliola_Valandro,1,yes
Gigliola_Valandro,2,yes
Luciana_Viviani,1,yes
Luciana_Viviani,2,yes
Luciana_Viviani,3,yes
Luciana_Viviani,4,yes
Maria_Luisa_Cassanmagnago,6,yes
Maria_Luisa_Cassanmagnago,7,yes
Maria_Immacolata_Barbarossa,7,yes
Maria_Immacolata_Barbarossa,8,yes
Ivana_Bernini_Lavezzo,7,yes
Giovanna_Bosi,7,yes
Giovanna_Bosi,8,yes
Giovanna_Bosi,9,yes
Rosanna_Branciforti,7,yes
Rosanna_Branciforti,8,yes
Maria_Teresa_Carloni,7,yes
Maria_Teresa_Carloni,8,yes
Giancarla_Codrignani,7,yes
Giancarla_Codrignani,8,yes
Giancarla_Codrignani,9,yes
Giannina_Cattaneo,4,yes
Giannina_Cattaneo,5,yes
Giannina_Cattaneo,6,yes
Maria_Teresa_Granati,7,yes
Maria_Teresa_Granati,8,yes
Maria_Teresa_Granati,9,yes
Francesca_Lodolini,7,yes
Francesca_Lodolini,8,yes
Vanda_Milano,7,yes
Carla_Federica_Nespolo,7,yes
Carla_Federica_Nespolo,8,yes
Morena_Amabile_Pagliai,7,yes
Morena_Amabile_Pagliai,8,yes
Adriana_Palomby,7,yes
Cristina_Papa,7,yes
Maria_Augusta_Pecchia,7,yes
Maria_Augusta_Pecchia,8,yes
Vittoria_Quarenghi,7,yes
Vittoria_Quarenghi,8,yes
Vittoria_Quarenghi,9,yes
Alba_Scaramucci,7,yes
Alba_Scaramucci,8,yes
Alba_Scaramucci,9,yes
Alessandra_Vaccaro_Melucco,7,yes
Ida_D'este,1,yes
Ida_D'este,2,yes
Maria_Giulia_Cocco,3,yes
Maria_Giulia_Cocco,4,yes
Maria_Giulia_Cocco,5,yes
Maria_Giulia_Cocco,6,yes
Angiola_Maria_Costa_Massucco,4,yes
Maria_Pia_Dal_Canton,1,yes
Maria_Pia_Dal_Canton,2,yes
